pid,uptake_year,mc,uptake_group
73882,31,3,2
73913,27,3,2
73963,33,3,2
73968,41,3,2
74034,26,3,2
74084,29,3,2
74098,30,3,2
74109,30,3,2
74230,31,3,2
74242,25,3,2
74254,27,3,2
74266,30,3,2
74409,28,3,2
74437,31,3,2
74452,30,3,2
74483,27,3,2
74522,32,3,2
74551,26,3,2
74556,26,3,2
74612,32,3,2
74673,26,3,2
74703,40,3,2
74741,30,3,2
74765,34,3,2
74792,28,3,2
74799,25,3,2
74859,31,3,2
74974,28,3,2
75012,39,3,2
75035,29,3,2
75066,27,3,2
75086,30,3,2
75136,30,3,2
75168,28,3,2
75187,39,3,2
75200,44,3,2
75255,28,3,2
75309,30,3,2
75546,36,3,2
75627,33,3,2
75725,25,3,2
75791,30,3,2
75830,25,3,2
75837,26,3,2
75870,36,3,2
75897,40,3,2
75915,28,3,2
75944,27,3,2
75953,33,3,2
75966,33,3,2
75968,28,3,2
75972,28,3,2
76002,37,3,2
76016,29,3,2
76020,25,3,2
76220,30,3,2
76226,34,3,2
76229,31,3,2
76238,32,3,2
76244,26,3,2
76325,26,3,2
76326,41,3,2
76343,40,3,2
76367,28,3,2
76369,31,3,2
76370,44,3,2
76407,31,3,2
76420,28,3,2
76448,27,3,2
76459,37,3,2
76486,44,3,2
76517,26,3,2
76552,33,3,2
76565,44,3,2
76610,27,3,2
76613,27,3,2
76699,25,3,2
76714,34,3,2
76761,32,3,2
76834,33,3,2
76852,27,3,2
76926,26,3,2
76993,35,3,2
77020,27,3,2
77081,27,3,2
77088,34,3,2
77089,27,3,2
77152,41,3,2
77161,37,3,2
77167,32,3,2
77196,28,3,2
77226,33,3,2
77228,35,3,2
77324,32,3,2
77447,31,3,2
77511,26,3,2
77527,25,3,2
77566,35,3,2
77579,32,3,2
77623,41,3,2
77648,28,3,2
77757,26,3,2
77818,30,3,2
77828,27,3,2
77842,36,3,2
77885,25,3,2
77902,30,3,2
77910,26,3,2
77984,26,3,2
78000,27,3,2
78017,33,3,2
78032,26,3,2
78043,25,3,2
78056,26,3,2
78132,34,3,2
78138,27,3,2
78227,28,3,2
78253,31,3,2
78330,38,3,2
78338,31,3,2
78346,25,3,2
78436,42,3,2
78447,43,3,2
78449,33,3,2
78474,25,3,2
78538,27,3,2
78560,41,3,2
78619,27,3,2
78622,33,3,2
78710,42,3,2
78748,31,3,2
78789,36,3,2
78905,31,3,2
78942,32,3,2
78946,31,3,2
78973,25,3,2
79042,32,3,2
79107,31,3,2
79156,29,3,2
79168,25,3,2
79215,28,3,2
79217,29,3,2
79224,29,3,2
79237,26,3,2
79304,25,3,2
79356,29,3,2
79369,27,3,2
79384,29,3,2
79408,42,3,2
79432,34,3,2
79438,30,3,2
79535,39,3,2
79574,41,3,2
79661,38,3,2
79688,40,3,2
79690,31,3,2
79707,37,3,2
79711,29,3,2
79749,34,3,2
79760,32,3,2
79802,29,3,2
79913,37,3,2
79989,26,3,2
80072,25,3,2
80109,31,3,2
80178,31,3,2
80231,26,3,2
80252,29,3,2
80318,31,3,2
80379,36,3,2
80415,43,3,2
80468,33,3,2
80519,40,3,2
80596,31,3,2
80627,26,3,2
80629,28,3,2
80729,28,3,2
80768,27,3,2
80782,39,3,2
80783,26,3,2
80813,29,3,2
80833,28,3,2
80926,27,3,2
80966,25,3,2
80978,25,3,2
80998,27,3,2
81065,31,3,2
81091,38,3,2
81140,36,3,2
81158,28,3,2
81184,33,3,2
81219,39,3,2
81227,26,3,2
81242,26,3,2
81264,26,3,2
81286,29,3,2
81289,31,3,2
81315,26,3,2
81323,37,3,2
81458,41,3,2
81525,30,3,2
81599,35,3,2
81612,25,3,2
81707,32,3,2
81709,43,3,2
81718,26,3,2
81729,28,3,2
81823,35,3,2
81912,25,3,2
81916,30,3,2
81966,27,3,2
81969,30,3,2
82059,27,3,2
82065,28,3,2
82072,43,3,2
82151,29,3,2
82170,26,3,2
82222,30,3,2
82263,42,3,2
82271,30,3,2
82331,42,3,2
82347,41,3,2
82351,32,3,2
82428,33,3,2
82441,28,3,2
82446,25,3,2
82461,27,3,2
82486,32,3,2
82533,29,3,2
82535,25,3,2
82537,30,3,2
82577,26,3,2
82663,37,3,2
82683,26,3,2
82704,35,3,2
82754,39,3,2
82994,26,3,2
82997,25,3,2
83016,34,3,2
83035,26,3,2
83042,27,3,2
83099,26,3,2
83157,41,3,2
83166,25,3,2
83167,31,3,2
83194,32,3,2
83199,41,3,2
83293,28,3,2
83319,33,3,2
83353,44,3,2
83371,43,3,2
83372,36,3,2
83389,29,3,2
83411,30,3,2
83430,43,3,2
83462,42,3,2
83551,34,3,2
83593,30,3,2
83605,31,3,2
83716,42,3,2
83770,34,3,2
83774,30,3,2
83845,25,3,2
83907,29,3,2
83909,25,3,2
83914,28,3,2
83934,26,3,2
83979,39,3,2
83982,33,3,2
84024,30,3,2
84026,26,3,2
84049,26,3,2
84118,26,3,2
84166,43,3,2
84204,25,3,2
84225,37,3,2
84227,25,3,2
84236,33,3,2
84272,26,3,2
84363,34,3,2
84427,27,3,2
84438,26,3,2
84449,29,3,2
84493,37,3,2
84627,25,3,2
84636,28,3,2
84654,38,3,2
84656,31,3,2
84696,35,3,2
84737,29,3,2
84766,36,3,2
84787,34,3,2
84814,41,3,2
84815,33,3,2
84829,40,3,2
84831,34,3,2
84928,29,3,2
84932,26,3,2
85020,27,3,2
85057,31,3,2
85084,35,3,2
85098,34,3,2
85224,26,3,2
85263,34,3,2
85275,32,3,2
85298,29,3,2
85302,29,3,2
85375,39,3,2
85411,32,3,2
85413,27,3,2
85426,26,3,2
85434,37,3,2
85435,32,3,2
85543,26,3,2
85566,29,3,2
85606,32,3,2
85642,36,3,2
85650,37,3,2
85663,42,3,2
85752,34,3,2
85770,29,3,2
85792,33,3,2
85815,34,3,2
85827,26,3,2
85833,31,3,2
85865,32,3,2
85912,38,3,2
85954,34,3,2
86007,28,3,2
86022,40,3,2
86097,27,3,2
86185,38,3,2
86314,37,3,2
86324,25,3,2
86369,39,3,2
86375,28,3,2
86392,34,3,2
86544,31,3,2
86553,27,3,2
86587,30,3,2
86599,27,3,2
86603,39,3,2
86608,39,3,2
86612,31,3,2
86723,27,3,2
86741,30,3,2
86754,34,3,2
86818,30,3,2
86837,36,3,2
86884,41,3,2
86893,28,3,2
86910,29,3,2
86915,28,3,2
86983,33,3,2
87085,30,3,2
87087,28,3,2
87088,27,3,2
87110,39,3,2
87253,25,3,2
87271,25,3,2
87279,34,3,2
87293,35,3,2
87300,26,3,2
87326,31,3,2
87387,27,3,2
87411,27,3,2
87462,36,3,2
87475,34,3,2
87517,26,3,2
87584,25,3,2
87640,37,3,2
87671,29,3,2
87739,32,3,2
87760,44,3,2
87780,32,3,2
87847,28,3,2
87874,41,3,2
87988,42,3,2
88012,33,3,2
88124,41,3,2
88148,31,3,2
88216,41,3,2
88229,27,3,2
88242,27,3,2
88286,28,3,2
88295,27,3,2
88322,30,3,2
88333,32,3,2
88341,27,3,2
88345,33,3,2
88394,33,3,2
88398,28,3,2
88430,29,3,2
88436,35,3,2
88453,35,3,2
88530,30,3,2
88536,34,3,2
88705,43,3,2
88729,29,3,2
88741,41,3,2
88757,36,3,2
88759,28,3,2
88782,39,3,2
89020,25,3,2
89025,31,3,2
89046,32,3,2
89112,28,3,2
89117,35,3,2
89137,34,3,2
89185,25,3,2
89264,34,3,2
89319,27,3,2
89335,32,3,2
89337,30,3,2
89420,34,3,2
89423,28,3,2
89489,36,3,2
89491,38,3,2
89492,40,3,2
89503,29,3,2
89629,37,3,2
89675,29,3,2
89679,40,3,2
89727,33,3,2
89765,42,3,2
89803,25,3,2
89804,33,3,2
89815,33,3,2
89848,26,3,2
89870,26,3,2
89900,29,3,2
89921,28,3,2
89953,43,3,2
89956,25,3,2
89991,33,3,2
90027,27,3,2
90048,29,3,2
90054,26,3,2
90055,29,3,2
90058,30,3,2
90106,40,3,2
90125,30,3,2
90163,32,3,2
90195,35,3,2
90249,39,3,2
90354,35,3,2
90405,32,3,2
90418,38,3,2
90428,28,3,2
90436,30,3,2
90450,25,3,2
90464,35,3,2
90490,25,3,2
90499,32,3,2
90502,30,3,2
90585,25,3,2
90626,25,3,2
90642,32,3,2
90647,32,3,2
90792,35,3,2
90809,31,3,2
90882,28,3,2
90888,33,3,2
90950,28,3,2
90963,25,3,2
90974,40,3,2
90982,35,3,2
90993,38,3,2
91054,29,3,2
91227,34,3,2
91257,30,3,2
91335,33,3,2
91369,38,3,2
91377,29,3,2
91378,30,3,2
91397,30,3,2
91402,27,3,2
91490,27,3,2
91561,29,3,2
91581,30,3,2
91593,27,3,2
91604,32,3,2
91679,26,3,2
91797,26,3,2
91810,26,3,2
91814,36,3,2
91832,27,3,2
91866,28,3,2
91894,27,3,2
91918,26,3,2
91955,25,3,2
91963,41,3,2
92078,25,3,2
92079,40,3,2
92149,31,3,2
92152,29,3,2
92203,30,3,2
92233,34,3,2
92247,37,3,2
92279,42,3,2
92282,27,3,2
92364,31,3,2
92407,26,3,2
92454,39,3,2
92506,29,3,2
92518,28,3,2
92612,31,3,2
92618,33,3,2
92665,31,3,2
92679,26,3,2
92686,32,3,2
92695,29,3,2
92813,25,3,2
92860,28,3,2
92891,32,3,2
92908,34,3,2
92927,34,3,2
92948,28,3,2
92996,25,3,2
93113,30,3,2
93115,33,3,2
93137,34,3,2
93157,29,3,2
93204,28,3,2
93247,27,3,2
93256,32,3,2
93293,39,3,2
93301,30,3,2
93303,28,3,2
93317,30,3,2
93355,31,3,2
93361,32,3,2
93381,35,3,2
93439,32,3,2
93475,43,3,2
93495,34,3,2
93511,37,3,2
93598,27,3,2
93629,30,3,2
93630,26,3,2
93631,25,3,2
93684,32,3,2
93739,42,3,2
93793,29,3,2
93836,28,3,2
93878,28,3,2
93898,28,3,2
93904,25,3,2
93936,34,3,2
93972,27,3,2
93996,27,3,2
94023,32,3,2
94028,32,3,2
94031,26,3,2
94144,31,3,2
94190,29,3,2
94204,27,3,2
94213,25,3,2
94222,33,3,2
94243,39,3,2
94347,25,3,2
94358,44,3,2
94380,26,3,2
94497,29,3,2
94506,32,3,2
94528,31,3,2
94531,41,3,2
94539,27,3,2
94555,29,3,2
94627,43,3,2
94739,29,3,2
94740,30,3,2
94748,32,3,2
94757,30,3,2
94807,25,3,2
94830,28,3,2
94831,37,3,2
94897,28,3,2
94912,26,3,2
94954,28,3,2
95140,30,3,2
95168,30,3,2
95172,25,3,2
95215,29,3,2
95228,31,3,2
95280,32,3,2
95323,43,3,2
95326,29,3,2
95347,30,3,2
95392,27,3,2
95402,31,3,2
95417,29,3,2
95463,26,3,2
95540,29,3,2
95555,30,3,2
95583,40,3,2
95606,26,3,2
95646,36,3,2
95686,28,3,2
95687,43,3,2
95695,30,3,2
95702,31,3,2
95775,38,3,2
95808,29,3,2
95837,30,3,2
95860,28,3,2
95893,27,3,2
95901,31,3,2
95933,31,3,2
96050,36,3,2
96135,29,3,2
96167,29,3,2
96182,28,3,2
96190,33,3,2
96264,26,3,2
96275,31,3,2
96298,27,3,2
96353,26,3,2
96379,25,3,2
96412,40,3,2
96451,26,3,2
96452,31,3,2
96483,25,3,2
96495,31,3,2
96548,26,3,2
96574,26,3,2
96639,44,3,2
96689,31,3,2
96699,29,3,2
96702,35,3,2
96756,29,3,2
96791,34,3,2
96803,33,3,2
96805,32,3,2
96833,33,3,2
96879,38,3,2
97006,31,3,2
97030,26,3,2
97060,34,3,2
97063,42,3,2
97095,35,3,2
97146,26,3,2
97232,27,3,2
97254,43,3,2
97412,31,3,2
97467,26,3,2
97556,31,3,2
97565,27,3,2
97566,30,3,2
97592,41,3,2
97604,30,3,2
97730,28,3,2
97761,39,3,2
97848,31,3,2
97953,32,3,2
97972,29,3,2
97981,36,3,2
98026,38,3,2
98319,40,3,2
98396,43,3,2
98409,27,3,2
98447,25,3,2
98458,35,3,2
98468,37,3,2
98476,31,3,2
98498,33,3,2
98569,43,3,2
98570,43,3,2
98617,31,3,2
98656,26,3,2
98662,36,3,2
98664,32,3,2
98682,30,3,2
98688,33,3,2
98724,28,3,2
98737,28,3,2
98773,32,3,2
98782,26,3,2
98791,41,3,2
98941,33,3,2
98982,26,3,2
98992,25,3,2
99004,31,3,2
99100,33,3,2
99105,26,3,2
99118,34,3,2
99143,31,3,2
99150,33,3,2
99199,31,3,2
99329,41,3,2
99362,32,3,2
99378,30,3,2
99388,33,3,2
99393,29,3,2
99492,35,3,2
99506,43,3,2
99584,30,3,2
99603,41,3,2
99609,33,3,2
99669,34,3,2
99672,29,3,2
99717,26,3,2
99780,42,3,2
99781,33,3,2
99789,26,3,2
99844,33,3,2
99888,27,3,2
99946,34,3,2
99993,26,3,2
100001,36,3,2
100058,26,3,2
100149,28,3,2
100222,36,3,2
100226,28,3,2
100235,32,3,2
100283,26,3,2
100289,39,3,2
100419,30,3,2
100421,34,3,2
100576,33,3,2
100649,26,3,2
100670,31,3,2
100678,31,3,2
100716,28,3,2
100727,42,3,2
100754,26,3,2
100802,33,3,2
100815,31,3,2
100867,28,3,2
100887,33,3,2
100896,27,3,2
100954,25,3,2
100990,39,3,2
101008,29,3,2
101073,27,3,2
101095,39,3,2
101154,27,3,2
101168,28,3,2
101175,26,3,2
101207,34,3,2
101232,30,3,2
101255,25,3,2
101274,41,3,2
101334,27,3,2
101417,26,3,2
101476,34,3,2
101478,30,3,2
101485,33,3,2
101513,27,3,2
101525,37,3,2
101642,26,3,2
101790,37,3,2
101828,43,3,2
101859,27,3,2
101887,27,3,2
101918,31,3,2
101962,27,3,2
101985,35,3,2
101989,32,3,2
102027,31,3,2
102070,30,3,2
102241,29,3,2
102291,30,3,2
102370,29,3,2
102420,30,3,2
102425,37,3,2
102443,26,3,2
102559,28,3,2
102603,31,3,2
102713,29,3,2
102807,28,3,2
102827,35,3,2
102891,33,3,2
102896,28,3,2
102897,40,3,2
102963,34,3,2
102996,39,3,2
103069,32,3,2
103083,39,3,2
103106,30,3,2
103117,38,3,2
103149,25,3,2
103206,26,3,2
103212,26,3,2
103286,36,3,2
103358,28,3,2
103373,33,3,2
103523,38,3,2
103539,29,3,2
103541,40,3,2
103626,39,3,2
103647,37,3,2
103656,37,3,2
103694,25,3,2
103724,32,3,2
103834,27,3,2
103845,27,3,2
103863,32,3,2
103949,37,3,2
103962,28,3,2
104063,27,3,2
104083,38,3,2
104084,38,3,2
104155,30,3,2
104174,29,3,2
104297,44,3,2
104324,29,3,2
104373,29,3,2
104388,31,3,2
104420,25,3,2
104465,28,3,2
104504,33,3,2
104578,29,3,2
104579,42,3,2
104659,31,3,2
104672,36,3,2
104756,36,3,2
104775,25,3,2
104777,39,3,2
104798,26,3,2
104848,38,3,2
104853,29,3,2
104901,27,3,2
104929,25,3,2
104962,26,3,2
105092,32,3,2
105093,25,3,2
105103,34,3,2
105116,38,3,2
105160,39,3,2
105173,27,3,2
105238,32,3,2
105349,36,3,2
105359,36,3,2
105368,31,3,2
105417,25,3,2
105418,28,3,2
105449,38,3,2
105562,40,3,2
105575,34,3,2
105596,30,3,2
105609,31,3,2
105695,36,3,2
105735,33,3,2
105740,27,3,2
105788,26,3,2
105816,25,3,2
105831,26,3,2
105835,28,3,2
105838,30,3,2
105897,29,3,2
105940,25,3,2
105954,26,3,2
105987,25,3,2
106003,34,3,2
106051,27,3,2
106081,43,3,2
106102,37,3,2
106127,33,3,2
106248,30,3,2
106263,39,3,2
106264,33,3,2
106299,27,3,2
106328,43,3,2
106352,36,3,2
106367,34,3,2
106414,43,3,2
106449,29,3,2
106546,27,3,2
106550,25,3,2
106585,25,3,2
106643,32,3,2
106719,33,3,2
106735,27,3,2
106749,40,3,2
106777,31,3,2
106881,26,3,2
106907,30,3,2
106981,28,3,2
106994,25,3,2
107032,29,3,2
107068,36,3,2
107078,28,3,2
107089,26,3,2
107112,31,3,2
107161,27,3,2
107198,34,3,2
107252,33,3,2
107292,39,3,2
107299,28,3,2
107386,28,3,2
107425,32,3,2
107438,31,3,2
107484,27,3,2
107562,33,3,2
107576,26,3,2
107615,31,3,2
107628,31,3,2
107636,37,3,2
107639,25,3,2
107646,31,3,2
107649,26,3,2
107663,31,3,2
107666,26,3,2
107675,25,3,2
107714,30,3,2
107745,34,3,2
107773,29,3,2
107776,25,3,2
107804,42,3,2
107830,33,3,2
107848,36,3,2
107874,27,3,2
107911,30,3,2
107921,29,3,2
108002,29,3,2
108079,34,3,2
108104,29,3,2
108145,34,3,2
108261,33,3,2
108280,32,3,2
108326,31,3,2
108356,31,3,2
108383,29,3,2
108387,39,3,2
108409,29,3,2
108415,37,3,2
108475,38,3,2
108485,27,3,2
108528,36,3,2
108619,40,3,2
108657,27,3,2
108662,31,3,2
108674,26,3,2
108707,41,3,2
108719,36,3,2
108723,31,3,2
108728,41,3,2
108851,43,3,2
108880,34,3,2
108930,33,3,2
109005,31,3,2
109101,38,3,2
109119,40,3,2
109122,32,3,2
109136,27,3,2
109147,27,3,2
109167,27,3,2
109221,30,3,2
109274,27,3,2
109401,28,3,2
109504,39,3,2
109510,43,3,2
109517,30,3,2
109539,28,3,2
109541,34,3,2
109597,34,3,2
109608,43,3,2
109627,30,3,2
109645,26,3,2
109657,25,3,2
109689,40,3,2
109721,26,3,2
109737,44,3,2
109758,29,3,2
109799,37,3,2
109852,32,3,2
109887,26,3,2
109922,36,3,2
109950,34,3,2
109984,40,3,2
109999,30,3,2
110006,38,3,2
110011,30,3,2
110052,26,3,2
110123,27,3,2
110129,28,3,2
110287,29,3,2
110393,42,3,2
110405,29,3,2
110490,33,3,2
110522,27,3,2
110578,26,3,2
110581,30,3,2
110612,30,3,2
110673,28,3,2
110694,39,3,2
110696,30,3,2
110720,28,3,2
110769,29,3,2
110783,37,3,2
110858,27,3,2
110866,26,3,2
110880,29,3,2
110898,29,3,2
110938,32,3,2
110939,30,3,2
110997,29,3,2
111013,32,3,2
111109,26,3,2
111144,32,3,2
111221,42,3,2
111237,28,3,2
111289,38,3,2
111317,27,3,2
111406,25,3,2
111442,30,3,2
111485,26,3,2
111504,27,3,2
111532,28,3,2
111561,26,3,2
111565,25,3,2
111572,37,3,2
111609,27,3,2
111611,29,3,2
111695,33,3,2
111708,34,3,2
111743,29,3,2
111755,33,3,2
111840,26,3,2
111891,32,3,2
111924,41,3,2
111931,28,3,2
111987,33,3,2
112001,34,3,2
112032,39,3,2
112068,36,3,2
112102,31,3,2
112227,26,3,2
112275,25,3,2
112283,33,3,2
112305,29,3,2
112376,35,3,2
112391,27,3,2
112422,29,3,2
112437,32,3,2
112448,43,3,2
112499,29,3,2
112523,27,3,2
112597,28,3,2
112621,29,3,2
112634,32,3,2
112639,25,3,2
112665,25,3,2
112675,34,3,2
112734,29,3,2
112799,36,3,2
112803,32,3,2
112888,39,3,2
112910,35,3,2
112945,28,3,2
112950,28,3,2
112966,26,3,2
113010,28,3,2
113029,44,3,2
113092,25,3,2
113098,39,3,2
113116,44,3,2
113158,30,3,2
113173,26,3,2
113180,26,3,2
113196,25,3,2
113208,40,3,2
113230,32,3,2
113252,29,3,2
113285,28,3,2
113364,30,3,2
113395,33,3,2
113425,32,3,2
113577,40,3,2
113638,37,3,2
113643,29,3,2
113765,29,3,2
113833,29,3,2
113880,35,3,2
113995,41,3,2
114041,29,3,2
114094,32,3,2
114099,27,3,2
114117,39,3,2
114128,29,3,2
114143,26,3,2
114223,33,3,2
114247,32,3,2
114287,27,3,2
114324,31,3,2
114403,31,3,2
114425,29,3,2
114499,33,3,2
114500,26,3,2
114530,26,3,2
114620,26,3,2
114696,39,3,2
114776,27,3,2
114827,35,3,2
114866,29,3,2
114909,28,3,2
114945,33,3,2
115128,35,3,2
115166,31,3,2
115178,31,3,2
115180,36,3,2
115210,27,3,2
115238,44,3,2
115347,38,3,2
115383,39,3,2
115387,42,3,2
115391,42,3,2
115486,30,3,2
115534,38,3,2
115537,31,3,2
115559,30,3,2
115577,25,3,2
115703,35,3,2
115709,27,3,2
115755,38,3,2
115762,32,3,2
115796,40,3,2
115810,27,3,2
115833,32,3,2
115841,38,3,2
115881,26,3,2
115890,32,3,2
115984,33,3,2
116009,29,3,2
116011,43,3,2
116027,29,3,2
116045,40,3,2
116116,27,3,2
116134,38,3,2
116175,31,3,2
116235,40,3,2
116307,28,3,2
116311,34,3,2
116364,37,3,2
116382,41,3,2
116481,25,3,2
116532,37,3,2
116550,34,3,2
116672,27,3,2
116675,31,3,2
116676,28,3,2
116693,26,3,2
116723,36,3,2
116737,34,3,2
116741,36,3,2
116843,37,3,2
116887,29,3,2
116896,31,3,2
116914,43,3,2
116930,42,3,2
116981,37,3,2
116982,39,3,2
117018,28,3,2
117055,26,3,2
117115,28,3,2
117210,32,3,2
117234,32,3,2
117253,35,3,2
117282,38,3,2
117324,35,3,2
117329,25,3,2
117347,27,3,2
117358,28,3,2
117363,37,3,2
117367,29,3,2
117383,37,3,2
117396,36,3,2
117413,25,3,2
117498,35,3,2
117546,27,3,2
117625,28,3,2
117643,27,3,2
117730,32,3,2
117734,31,3,2
117746,30,3,2
117763,42,3,2
117765,32,3,2
117779,33,3,2
117820,30,3,2
117825,40,3,2
117843,32,3,2
117859,32,3,2
117876,25,3,2
117878,32,3,2
117949,29,3,2
117970,25,3,2
118052,33,3,2
118084,36,3,2
118117,26,3,2
118145,28,3,2
118176,27,3,2
118222,28,3,2
118242,28,3,2
118278,30,3,2
118400,29,3,2
118426,25,3,2
118458,34,3,2
118461,29,3,2
118485,40,3,2
118542,31,3,2
118563,42,3,2
118572,28,3,2
118601,37,3,2
118647,30,3,2
118695,25,3,2
118743,31,3,2
118751,28,3,2
118754,29,3,2
118769,30,3,2
118794,40,3,2
118862,42,3,2
118867,25,3,2
118899,25,3,2
118911,35,3,2
118919,26,3,2
118996,33,3,2
119044,25,3,2
119048,31,3,2
119130,28,3,2
119169,35,3,2
119188,29,3,2
119196,25,3,2
119206,32,3,2
119230,31,3,2
119243,33,3,2
119287,33,3,2
119320,33,3,2
119340,27,3,2
119343,35,3,2
119354,31,3,2
119406,29,3,2
119407,25,3,2
119412,38,3,2
119517,29,3,2
119521,27,3,2
119566,33,3,2
119602,29,3,2
119667,28,3,2
119691,33,3,2
119761,25,3,2
119842,26,3,2
119869,43,3,2
119896,26,3,2
119952,31,3,2
119966,38,3,2
119987,25,3,2
120020,28,3,2
120074,25,3,2
120084,27,3,2
120119,35,3,2
120124,34,3,2
120125,43,3,2
120186,30,3,2
120250,38,3,2
120297,30,3,2
120307,39,3,2
120329,44,3,2
120418,34,3,2
120428,28,3,2
120429,26,3,2
120434,32,3,2
120459,28,3,2
120589,26,3,2
120666,41,3,2
120668,32,3,2
120690,25,3,2
120697,26,3,2
120700,25,3,2
120706,41,3,2
120710,40,3,2
120757,38,3,2
120900,26,3,2
120918,25,3,2
120967,36,3,2
121015,31,3,2
121115,25,3,2
121141,29,3,2
121190,33,3,2
121244,37,3,2
121251,37,3,2
121295,28,3,2
121320,35,3,2
121331,40,3,2
121358,30,3,2
121390,29,3,2
121412,33,3,2
121434,28,3,2
121494,42,3,2
121587,32,3,2
121593,44,3,2
121614,26,3,2
121631,26,3,2
121722,40,3,2
121755,37,3,2
121774,29,3,2
121798,29,3,2
121852,37,3,2
121911,33,3,2
121923,29,3,2
122038,34,3,2
122089,32,3,2
122117,31,3,2
122151,38,3,2
122162,41,3,2
122173,25,3,2
122176,28,3,2
122179,25,3,2
122224,32,3,2
122282,34,3,2
122292,33,3,2
122298,42,3,2
122304,27,3,2
122307,38,3,2
122460,32,3,2
122494,31,3,2
122534,28,3,2
122542,31,3,2
122587,30,3,2
122648,32,3,2
122675,26,3,2
122678,30,3,2
122710,27,3,2
122786,39,3,2
122820,37,3,2
122826,25,3,2
122836,33,3,2
122921,43,3,2
122936,29,3,2
122953,29,3,2
122982,29,3,2
122996,34,3,2
123050,33,3,2
123109,38,3,2
123122,28,3,2
123127,30,3,2
123128,29,3,2
123135,25,3,2
123162,33,3,2
123199,32,3,2
123214,30,3,2
123216,33,3,2
123252,26,3,2
123253,30,3,2
123364,29,3,2
123379,36,3,2
123410,27,3,2
123521,33,3,2
123540,28,3,2
123546,37,3,2
123622,25,3,2
123644,32,3,2
123674,44,3,2
123814,27,3,2
123823,26,3,2
123848,31,3,2
123862,32,3,2
123965,26,3,2
123996,30,3,2
124007,43,3,2
124058,28,3,2
124085,30,3,2
124097,31,3,2
124152,35,3,2
124159,35,3,2
124209,42,3,2
124296,42,3,2
124302,25,3,2
124355,36,3,2
124357,29,3,2
124383,32,3,2
124419,28,3,2
124420,30,3,2
124456,25,3,2
124464,29,3,2
124516,41,3,2
124548,32,3,2
124573,29,3,2
124574,32,3,2
124623,33,3,2
124638,44,3,2
124724,30,3,2
124775,33,3,2
124794,38,3,2
124825,31,3,2
124855,27,3,2
124861,35,3,2
124896,33,3,2
124950,34,3,2
124960,28,3,2
124993,26,3,2
125052,40,3,2
125148,25,3,2
125183,25,3,2
125184,27,3,2
125218,28,3,2
125251,30,3,2
125268,33,3,2
125322,27,3,2
125339,33,3,2
125347,30,3,2
125382,25,3,2
125454,25,3,2
125463,34,3,2
125476,34,3,2
125502,29,3,2
125556,26,3,2
125662,33,3,2
125702,25,3,2
125703,35,3,2
125801,26,3,2
125803,31,3,2
125812,28,3,2
125815,27,3,2
125820,33,3,2
125849,26,3,2
125864,27,3,2
125865,28,3,2
125887,30,3,2
125914,26,3,2
125935,39,3,2
125937,35,3,2
126081,26,3,2
126132,33,3,2
126141,39,3,2
126153,25,3,2
126166,35,3,2
126179,26,3,2
126273,29,3,2
126274,26,3,2
126303,31,3,2
126313,41,3,2
126319,31,3,2
126330,43,3,2
126331,32,3,2
126363,29,3,2
126420,25,3,2
126497,26,3,2
126513,31,3,2
126557,25,3,2
126587,26,3,2
126635,27,3,2
126646,29,3,2
126658,30,3,2
126727,27,3,2
126741,28,3,2
126877,34,3,2
126926,25,3,2
127055,30,3,2
127072,25,3,2
127105,44,3,2
127227,40,3,2
127253,31,3,2
127308,31,3,2
127312,30,3,2
127336,26,3,2
127421,40,3,2
127470,34,3,2
127603,36,3,2
127607,32,3,2
127625,31,3,2
127629,28,3,2
127670,31,3,2
127710,31,3,2
127740,27,3,2
127774,30,3,2
127817,41,3,2
127844,29,3,2
127860,40,3,2
127871,31,3,2
127887,30,3,2
127911,33,3,2
127924,25,3,2
127975,41,3,2
128017,34,3,2
128020,26,3,2
128056,43,3,2
128085,27,3,2
128129,32,3,2
128254,28,3,2
128264,34,3,2
128290,31,3,2
128298,43,3,2
128326,28,3,2
128377,31,3,2
128392,32,3,2
128428,26,3,2
128443,27,3,2
128550,30,3,2
128738,29,3,2
128765,33,3,2
128767,30,3,2
128831,28,3,2
129017,31,3,2
129072,33,3,2
129094,25,3,2
129125,37,3,2
129267,43,3,2
129308,27,3,2
129336,37,3,2
129341,28,3,2
129350,29,3,2
129351,31,3,2
129465,29,3,2
129473,38,3,2
129476,33,3,2
129508,30,3,2
129530,38,3,2
129578,30,3,2
129593,39,3,2
129603,31,3,2
129630,30,3,2
129649,34,3,2
129658,30,3,2
129667,30,3,2
129726,25,3,2
129782,25,3,2
129784,26,3,2
129801,40,3,2
129823,33,3,2
129954,27,3,2
129956,27,3,2
130009,32,3,2
130072,25,3,2
130081,36,3,2
130086,26,3,2
130088,30,3,2
130127,30,3,2
130167,28,3,2
130229,32,3,2
130291,29,3,2
130330,30,3,2
130334,36,3,2
130370,26,3,2
130378,29,3,2
130432,38,3,2
130442,31,3,2
130482,25,3,2
130545,37,3,2
130577,32,3,2
130593,43,3,2
130597,25,3,2
130645,38,3,2
130650,25,3,2
130681,25,3,2
130738,38,3,2
130808,34,3,2
130873,31,3,2
130920,28,3,2
130959,29,3,2
130982,33,3,2
131012,41,3,2
131047,34,3,2
