pid,uptake_year,mc,uptake_group
100153247,25,2,1
100153263,25,2,1
100153273,25,2,1
100153366,25,2,1
100153375,25,2,1
100153420,25,2,1
100153805,25,2,1
100153819,25,2,1
100153832,25,2,1
100153838,25,2,1
100154014,25,2,1
100154116,25,2,1
100154149,25,2,1
100154215,25,2,1
100154227,25,2,1
100154229,25,2,1
100154239,25,2,1
100154277,25,2,1
100154531,25,2,1
100154536,25,2,1
100154540,25,2,1
100154675,25,2,1
100154684,25,2,1
100154820,25,2,1
100154836,25,2,1
100154895,25,2,1
100155012,25,2,1
100155055,25,2,1
100155115,25,2,1
100155128,25,2,1
100155160,25,2,1
100155365,25,2,1
100155374,25,2,1
100155380,25,2,1
100155418,25,2,1
100155505,25,2,1
100155508,25,2,1
100155612,25,2,1
100155701,25,2,1
100155703,25,2,1
100155711,25,2,1
100155750,25,2,1
100155773,25,2,1
100155935,25,2,1
100155980,25,2,1
100156096,25,2,1
100156150,25,2,1
100156206,25,2,1
100156404,25,2,1
100156429,25,2,1
100156437,25,2,1
100156501,25,2,1
100156775,25,2,1
100156833,25,2,1
100156861,25,2,1
100156900,25,2,1
100156913,25,2,1
100156993,25,2,1
100157180,25,2,1
100157181,25,2,1
100157308,25,2,1
165,25,2,1
232,25,2,1
996,25,2,1
1548,25,2,1
1609,25,2,1
2470,25,2,1
2731,25,2,1
2945,25,2,1
3555,25,2,1
4616,25,2,1
4993,25,2,1
5155,25,2,1
5801,25,2,1
6440,25,2,1
6657,25,2,1
7201,25,2,1
7555,25,2,1
8741,25,2,1
8871,25,2,1
9154,25,2,1
9830,25,2,1
10274,25,2,1
10882,25,2,1
11047,25,2,1
11526,25,2,1
11721,25,2,1
12290,25,2,1
12675,25,2,1
13447,25,2,1
13894,25,2,1
14345,25,2,1
14690,25,2,1
15458,25,2,1
15777,25,2,1
16289,25,2,1
17733,25,2,1
17987,25,2,1
18149,25,2,1
20582,25,2,1
20676,25,2,1
21484,25,2,1
22433,25,2,1
23203,25,2,1
23362,25,2,1
24361,25,2,1
24645,25,2,1
24780,25,2,1
24963,25,2,1
25889,25,2,1
26028,25,2,1
26850,25,2,1
30402,25,2,1
30657,25,2,1
30692,25,2,1
30759,25,2,1
31013,25,2,1
31269,25,2,1
31337,25,2,1
31653,25,2,1
31717,25,2,1
32258,25,2,1
33283,25,2,1
33987,25,2,1
34121,25,2,1
34818,25,2,1
35017,25,2,1
35843,25,2,1
36037,25,2,1
36353,25,2,1
37316,25,2,1
37923,25,2,1
38308,25,2,1
38532,25,2,1
39140,25,2,1
39526,25,2,1
40297,25,2,1
41061,25,2,1
41668,25,2,1
41702,25,2,1
42502,25,2,1
42979,25,2,1
43845,25,2,1
44067,25,2,1
44225,25,2,1
44263,25,2,1
44648,25,2,1
44993,25,2,1
45093,25,2,1
45194,25,2,1
45217,25,2,1
46122,25,2,1
46699,25,2,1
47204,25,2,1
48931,25,2,1
48966,25,2,1
49347,25,2,1
49825,25,2,1
53218,25,2,1
53379,25,2,1
53505,25,2,1
53698,25,2,1
53860,25,2,1
53924,25,2,1
54788,25,2,1
54891,25,2,1
56449,25,2,1
56649,25,2,1
56784,25,2,1
56821,25,2,1
56841,25,2,1
56926,25,2,1
56929,25,2,1
57002,25,2,1
57044,25,2,1
57083,25,2,1
57120,25,2,1
57216,25,2,1
57251,25,2,1
57375,25,2,1
57409,25,2,1
57567,25,2,1
57622,25,2,1
57749,25,2,1
57788,25,2,1
57847,25,2,1
57888,25,2,1
57959,25,2,1
57978,25,2,1
58045,25,2,1
58053,25,2,1
58094,25,2,1
58128,25,2,1
58363,25,2,1
58373,25,2,1
58404,25,2,1
58576,25,2,1
58774,25,2,1
58943,25,2,1
58946,25,2,1
59075,25,2,1
59114,25,2,1
59141,25,2,1
59170,25,2,1
59240,25,2,1
59252,25,2,1
59361,25,2,1
59376,25,2,1
59416,25,2,1
59503,25,2,1
59510,25,2,1
59532,25,2,1
59577,25,2,1
59931,25,2,1
59991,25,2,1
60056,25,2,1
60099,25,2,1
60165,25,2,1
60167,25,2,1
60332,25,2,1
60341,25,2,1
60345,25,2,1
60396,25,2,1
60478,25,2,1
60575,25,2,1
60598,25,2,1
60707,25,2,1
60749,25,2,1
60780,25,2,1
60804,25,2,1
60823,25,2,1
61031,25,2,1
61147,25,2,1
61170,25,2,1
61186,25,2,1
61223,25,2,1
61250,25,2,1
61294,25,2,1
61506,25,2,1
61631,25,2,1
61826,25,2,1
62038,25,2,1
62064,25,2,1
62151,25,2,1
62173,25,2,1
62180,25,2,1
62281,25,2,1
62292,25,2,1
62351,25,2,1
62360,25,2,1
62484,25,2,1
62497,25,2,1
62515,25,2,1
62750,25,2,1
62769,25,2,1
62979,25,2,1
63146,25,2,1
63178,25,2,1
63313,25,2,1
63315,25,2,1
63337,25,2,1
63399,25,2,1
63451,25,2,1
63562,25,2,1
63597,25,2,1
63603,25,2,1
63704,25,2,1
63903,25,2,1
63905,25,2,1
63912,25,2,1
64050,25,2,1
64085,25,2,1
64118,25,2,1
64228,25,2,1
64273,25,2,1
64380,25,2,1
64431,25,2,1
64439,25,2,1
64496,25,2,1
64564,25,2,1
64579,25,2,1
64670,25,2,1
64703,25,2,1
64755,25,2,1
64876,25,2,1
64887,25,2,1
65012,25,2,1
65045,25,2,1
65482,25,2,1
65494,25,2,1
65545,25,2,1
65572,25,2,1
65666,25,2,1
65732,25,2,1
65779,25,2,1
65823,25,2,1
65901,25,2,1
65969,25,2,1
65971,25,2,1
66053,25,2,1
66093,25,2,1
66129,25,2,1
66408,25,2,1
66416,25,2,1
66456,25,2,1
66501,25,2,1
66615,25,2,1
66681,25,2,1
66684,25,2,1
66883,25,2,1
66893,25,2,1
66896,25,2,1
66908,25,2,1
66966,25,2,1
67114,25,2,1
67427,25,2,1
67450,25,2,1
67578,25,2,1
67580,25,2,1
67604,25,2,1
67680,25,2,1
67721,25,2,1
67790,25,2,1
67877,25,2,1
67884,25,2,1
67896,25,2,1
67923,25,2,1
67962,25,2,1
68118,25,2,1
68149,25,2,1
68202,25,2,1
68264,25,2,1
68366,25,2,1
68389,25,2,1
68402,25,2,1
68557,25,2,1
68679,25,2,1
68710,25,2,1
68766,25,2,1
68788,25,2,1
68862,25,2,1
68923,25,2,1
68948,25,2,1
69001,25,2,1
69062,25,2,1
69077,25,2,1
69117,25,2,1
69162,25,2,1
69182,25,2,1
69189,25,2,1
69199,25,2,1
69215,25,2,1
69381,25,2,1
69409,25,2,1
69457,25,2,1
69504,25,2,1
69619,25,2,1
69662,25,2,1
69681,25,2,1
69773,25,2,1
69819,25,2,1
69881,25,2,1
69898,25,2,1
69971,25,2,1
70004,25,2,1
70014,25,2,1
70055,25,2,1
70304,25,2,1
70306,25,2,1
70329,25,2,1
70423,25,2,1
70491,25,2,1
70532,25,2,1
70631,25,2,1
70684,25,2,1
70712,25,2,1
70768,25,2,1
70804,25,2,1
70830,25,2,1
70902,25,2,1
70927,25,2,1
70992,25,2,1
71029,25,2,1
71091,25,2,1
71111,25,2,1
71148,25,2,1
71211,25,2,1
71273,25,2,1
71331,25,2,1
71367,25,2,1
71549,25,2,1
71636,25,2,1
71663,25,2,1
71760,25,2,1
71772,25,2,1
71790,25,2,1
71800,25,2,1
72041,25,2,1
72096,25,2,1
72199,25,2,1
72235,25,2,1
72246,25,2,1
72297,25,2,1
72412,25,2,1
72418,25,2,1
72442,25,2,1
72605,25,2,1
72660,25,2,1
72767,25,2,1
72797,25,2,1
72808,25,2,1
72813,25,2,1
72830,25,2,1
73044,25,2,1
73117,25,2,1
73122,25,2,1
73329,25,2,1
73404,25,2,1
73500,25,2,1
73564,25,2,1
73783,25,2,1
73851,25,2,1
73864,25,2,1
73888,25,2,1
73936,25,2,1
73989,25,2,1
74078,25,2,1
74082,25,2,1
74341,25,2,1
74386,25,2,1
74418,25,2,1
74430,25,2,1
74477,25,2,1
74619,25,2,1
74901,25,2,1
74927,25,2,1
74943,25,2,1
75027,25,2,1
75091,25,2,1
75119,25,2,1
75129,25,2,1
75194,25,2,1
75327,25,2,1
75337,25,2,1
75383,25,2,1
75432,25,2,1
75449,25,2,1
75457,25,2,1
75461,25,2,1
75658,25,2,1
75787,25,2,1
76016,25,2,1
76076,25,2,1
76121,25,2,1
76147,25,2,1
76218,25,2,1
76222,25,2,1
76387,25,2,1
76505,25,2,1
76569,25,2,1
76680,25,2,1
76788,25,2,1
77096,25,2,1
77166,25,2,1
77309,25,2,1
77385,25,2,1
77436,25,2,1
77451,25,2,1
77486,25,2,1
77793,25,2,1
77820,25,2,1
77865,25,2,1
77924,25,2,1
77991,25,2,1
78039,25,2,1
78128,25,2,1
78155,25,2,1
78207,25,2,1
78254,25,2,1
78277,25,2,1
78393,25,2,1
78429,25,2,1
78438,25,2,1
78506,25,2,1
78531,25,2,1
78656,25,2,1
78747,25,2,1
78780,25,2,1
78790,25,2,1
78859,25,2,1
78905,25,2,1
79108,25,2,1
79296,25,2,1
79461,25,2,1
79542,25,2,1
79588,25,2,1
79743,25,2,1
79791,25,2,1
79829,25,2,1
79982,25,2,1
80129,25,2,1
80160,25,2,1
80178,25,2,1
80202,25,2,1
80416,25,2,1
80436,25,2,1
80532,25,2,1
80775,25,2,1
80795,25,2,1
80872,25,2,1
80957,25,2,1
80997,25,2,1
80998,25,2,1
81007,25,2,1
81042,25,2,1
81051,25,2,1
81088,25,2,1
81171,25,2,1
81197,25,2,1
81314,25,2,1
81697,25,2,1
81698,25,2,1
81722,25,2,1
81763,25,2,1
81768,25,2,1
81798,25,2,1
81805,25,2,1
81853,25,2,1
81900,25,2,1
81960,25,2,1
82028,25,2,1
82272,25,2,1
82435,25,2,1
82468,25,2,1
82485,25,2,1
82527,25,2,1
82529,25,2,1
82666,25,2,1
82718,25,2,1
82831,25,2,1
82877,25,2,1
83073,25,2,1
83076,25,2,1
83106,25,2,1
83447,25,2,1
83541,25,2,1
83554,25,2,1
83555,25,2,1
83581,25,2,1
83641,25,2,1
83675,25,2,1
83785,25,2,1
83868,25,2,1
83874,25,2,1
83897,25,2,1
83975,25,2,1
83993,25,2,1
84008,25,2,1
84051,25,2,1
84067,25,2,1
84202,25,2,1
84243,25,2,1
84298,25,2,1
84334,25,2,1
84359,25,2,1
84509,25,2,1
84562,25,2,1
84600,25,2,1
84630,25,2,1
84648,25,2,1
84667,25,2,1
84736,25,2,1
84788,25,2,1
84821,25,2,1
84824,25,2,1
84840,25,2,1
84892,25,2,1
84912,25,2,1
84913,25,2,1
84993,25,2,1
85132,25,2,1
85145,25,2,1
85366,25,2,1
85397,25,2,1
85430,25,2,1
85444,25,2,1
85446,25,2,1
85470,25,2,1
85493,25,2,1
85516,25,2,1
85718,25,2,1
85744,25,2,1
85836,25,2,1
85869,25,2,1
85879,25,2,1
85930,25,2,1
85938,25,2,1
85948,25,2,1
85965,25,2,1
86039,25,2,1
86136,25,2,1
86152,25,2,1
86238,25,2,1
86541,25,2,1
86603,25,2,1
86679,25,2,1
86701,25,2,1
86732,25,2,1
86768,25,2,1
86835,25,2,1
86861,25,2,1
87003,25,2,1
87047,25,2,1
87066,25,2,1
87288,25,2,1
87322,25,2,1
87373,25,2,1
87478,25,2,1
87554,25,2,1
87728,25,2,1
87732,25,2,1
87822,25,2,1
87898,25,2,1
87963,25,2,1
87974,25,2,1
88010,25,2,1
88015,25,2,1
88073,25,2,1
88110,25,2,1
88232,25,2,1
88243,25,2,1
88267,25,2,1
88285,25,2,1
88301,25,2,1
88430,25,2,1
88498,25,2,1
88519,25,2,1
88524,25,2,1
88542,25,2,1
88711,25,2,1
88823,25,2,1
88844,25,2,1
88847,25,2,1
88864,25,2,1
88945,25,2,1
88976,25,2,1
88991,25,2,1
89093,25,2,1
89148,25,2,1
89155,25,2,1
89157,25,2,1
89180,25,2,1
89317,25,2,1
89356,25,2,1
89388,25,2,1
89405,25,2,1
89428,25,2,1
89817,25,2,1
89887,25,2,1
89973,25,2,1
90006,25,2,1
90009,25,2,1
90128,25,2,1
90183,25,2,1
90189,25,2,1
90250,25,2,1
90380,25,2,1
90397,25,2,1
90427,25,2,1
90748,25,2,1
90752,25,2,1
90876,25,2,1
90926,25,2,1
90965,25,2,1
91104,25,2,1
91246,25,2,1
91251,25,2,1
91370,25,2,1
91388,25,2,1
91402,25,2,1
91408,25,2,1
91463,25,2,1
91517,25,2,1
91526,25,2,1
91527,25,2,1
91680,25,2,1
91702,25,2,1
91985,25,2,1
91994,25,2,1
92049,25,2,1
92060,25,2,1
92124,25,2,1
92192,25,2,1
92230,25,2,1
92286,25,2,1
92318,25,2,1
92384,25,2,1
92498,25,2,1
92555,25,2,1
92967,25,2,1
93061,25,2,1
93119,25,2,1
93122,25,2,1
93230,25,2,1
93288,25,2,1
93309,25,2,1
93358,25,2,1
93362,25,2,1
93389,25,2,1
93501,25,2,1
93516,25,2,1
93646,25,2,1
93658,25,2,1
93680,25,2,1
93752,25,2,1
93758,25,2,1
93896,25,2,1
93982,25,2,1
94146,25,2,1
94165,25,2,1
94201,25,2,1
94274,25,2,1
94400,25,2,1
94507,25,2,1
94623,25,2,1
94674,25,2,1
94681,25,2,1
94744,25,2,1
94753,25,2,1
94763,25,2,1
94787,25,2,1
94796,25,2,1
94889,25,2,1
95014,25,2,1
95343,25,2,1
95352,25,2,1
95396,25,2,1
95499,25,2,1
95586,25,2,1
95646,25,2,1
95657,25,2,1
95723,25,2,1
95791,25,2,1
95838,25,2,1
95897,25,2,1
95948,25,2,1
96029,25,2,1
96109,25,2,1
96129,25,2,1
96189,25,2,1
96270,25,2,1
96275,25,2,1
96292,25,2,1
96337,25,2,1
96391,25,2,1
96393,25,2,1
96580,25,2,1
96613,25,2,1
96638,25,2,1
96652,25,2,1
96719,25,2,1
96828,25,2,1
96831,25,2,1
96910,25,2,1
97022,25,2,1
97174,25,2,1
97177,25,2,1
97236,25,2,1
97372,25,2,1
97409,25,2,1
97451,25,2,1
97542,25,2,1
97543,25,2,1
97664,25,2,1
97678,25,2,1
97801,25,2,1
97865,25,2,1
98023,25,2,1
98298,25,2,1
98318,25,2,1
98337,25,2,1
98352,25,2,1
98371,25,2,1
98625,25,2,1
98633,25,2,1
98641,25,2,1
98659,25,2,1
98957,25,2,1
99025,25,2,1
99110,25,2,1
99296,25,2,1
99364,25,2,1
99407,25,2,1
99426,25,2,1
99499,25,2,1
99589,25,2,1
99635,25,2,1
99703,25,2,1
99716,25,2,1
99755,25,2,1
99758,25,2,1
99832,25,2,1
99840,25,2,1
99893,25,2,1
99903,25,2,1
99907,25,2,1
100055,25,2,1
100181,25,2,1
100217,25,2,1
100244,25,2,1
100253,25,2,1
100275,25,2,1
100408,25,2,1
100563,25,2,1
100601,25,2,1
100737,25,2,1
100792,25,2,1
100799,25,2,1
101073,25,2,1
101134,25,2,1
101247,25,2,1
101255,25,2,1
101266,25,2,1
101315,25,2,1
101483,25,2,1
101567,25,2,1
101721,25,2,1
101750,25,2,1
101760,25,2,1
101776,25,2,1
101819,25,2,1
101898,25,2,1
101916,25,2,1
102002,25,2,1
102019,25,2,1
102129,25,2,1
102164,25,2,1
102309,25,2,1
102340,25,2,1
102590,25,2,1
102722,25,2,1
102727,25,2,1
102898,25,2,1
103110,25,2,1
103214,25,2,1
103315,25,2,1
103321,25,2,1
103355,25,2,1
103401,25,2,1
103443,25,2,1
103491,25,2,1
103566,25,2,1
103666,25,2,1
103673,25,2,1
103909,25,2,1
104047,25,2,1
104177,25,2,1
104423,25,2,1
104502,25,2,1
104511,25,2,1
104550,25,2,1
104653,25,2,1
104685,25,2,1
104762,25,2,1
104942,25,2,1
105005,25,2,1
105041,25,2,1
105257,25,2,1
105351,25,2,1
105374,25,2,1
105454,25,2,1
105572,25,2,1
105726,25,2,1
105744,25,2,1
105754,25,2,1
105756,25,2,1
105839,25,2,1
105872,25,2,1
105926,25,2,1
105951,25,2,1
105965,25,2,1
105988,25,2,1
106081,25,2,1
106339,25,2,1
106352,25,2,1
106357,25,2,1
106520,25,2,1
106568,25,2,1
106670,25,2,1
106694,25,2,1
106731,25,2,1
106914,25,2,1
107033,25,2,1
107041,25,2,1
107291,25,2,1
107339,25,2,1
107351,25,2,1
107400,25,2,1
107435,25,2,1
107472,25,2,1
107583,25,2,1
107696,25,2,1
107832,25,2,1
107859,25,2,1
107921,25,2,1
108020,25,2,1
108212,25,2,1
108251,25,2,1
108297,25,2,1
108313,25,2,1
108373,25,2,1
108482,25,2,1
108516,25,2,1
108618,25,2,1
108673,25,2,1
108779,25,2,1
108798,25,2,1
108841,25,2,1
108874,25,2,1
108900,25,2,1
109082,25,2,1
109107,25,2,1
109123,25,2,1
109159,25,2,1
109217,25,2,1
109231,25,2,1
109260,25,2,1
109265,25,2,1
109310,25,2,1
109342,25,2,1
109587,25,2,1
109615,25,2,1
109653,25,2,1
109657,25,2,1
109759,25,2,1
109867,25,2,1
109876,25,2,1
109924,25,2,1
109963,25,2,1
110035,25,2,1
110129,25,2,1
110150,25,2,1
110151,25,2,1
110239,25,2,1
110333,25,2,1
110464,25,2,1
110468,25,2,1
110493,25,2,1
110496,25,2,1
110582,25,2,1
110675,25,2,1
110705,25,2,1
110738,25,2,1
110784,25,2,1
110945,25,2,1
111023,25,2,1
111030,25,2,1
111076,25,2,1
111080,25,2,1
111103,25,2,1
111143,25,2,1
111238,25,2,1
111260,25,2,1
111264,25,2,1
111412,25,2,1
111512,25,2,1
111636,25,2,1
111685,25,2,1
111725,25,2,1
111743,25,2,1
111769,25,2,1
111876,25,2,1
111893,25,2,1
111922,25,2,1
111950,25,2,1
112076,25,2,1
112224,25,2,1
112233,25,2,1
112320,25,2,1
112327,25,2,1
112421,25,2,1
112472,25,2,1
112703,25,2,1
112741,25,2,1
112824,25,2,1
112832,25,2,1
112911,25,2,1
113078,25,2,1
113081,25,2,1
113396,25,2,1
113489,25,2,1
113514,25,2,1
113523,25,2,1
113529,25,2,1
113796,25,2,1
114017,25,2,1
114026,25,2,1
114035,25,2,1
114177,25,2,1
114190,25,2,1
114255,25,2,1
114290,25,2,1
114407,25,2,1
114458,25,2,1
114560,25,2,1
114753,25,2,1
114817,25,2,1
114881,25,2,1
114902,25,2,1
114928,25,2,1
114932,25,2,1
114934,25,2,1
114999,25,2,1
115074,25,2,1
115156,25,2,1
115204,25,2,1
115335,25,2,1
115352,25,2,1
115371,25,2,1
115411,25,2,1
115428,25,2,1
115567,25,2,1
115655,25,2,1
115675,25,2,1
115695,25,2,1
115757,25,2,1
115936,25,2,1
115937,25,2,1
115982,25,2,1
116034,25,2,1
116065,25,2,1
116083,25,2,1
116117,25,2,1
116139,25,2,1
116311,25,2,1
116334,25,2,1
116370,25,2,1
116392,25,2,1
116459,25,2,1
116561,25,2,1
116563,25,2,1
116677,25,2,1
116788,25,2,1
116825,25,2,1
116928,25,2,1
116988,25,2,1
117081,25,2,1
117183,25,2,1
117245,25,2,1
117330,25,2,1
117383,25,2,1
117391,25,2,1
117411,25,2,1
117483,25,2,1
117530,25,2,1
117654,25,2,1
117674,25,2,1
117727,25,2,1
117742,25,2,1
117761,25,2,1
117766,25,2,1
117783,25,2,1
117853,25,2,1
117862,25,2,1
117935,25,2,1
117953,25,2,1
118176,25,2,1
118189,25,2,1
118252,25,2,1
118258,25,2,1
118298,25,2,1
118364,25,2,1
118531,25,2,1
118748,25,2,1
118862,25,2,1
118875,25,2,1
118978,25,2,1
119074,25,2,1
119092,25,2,1
119159,25,2,1
119196,25,2,1
119225,25,2,1
119478,25,2,1
119532,25,2,1
119606,25,2,1
119622,25,2,1
119759,25,2,1
119762,25,2,1
119821,25,2,1
119822,25,2,1
119864,25,2,1
119889,25,2,1
119893,25,2,1
119958,25,2,1
119982,25,2,1
120149,25,2,1
120213,25,2,1
120262,25,2,1
120339,25,2,1
120521,25,2,1
120548,25,2,1
120556,25,2,1
120680,25,2,1
120712,25,2,1
120839,25,2,1
120857,25,2,1
120937,25,2,1
120965,25,2,1
121002,25,2,1
121085,25,2,1
121113,25,2,1
121143,25,2,1
121301,25,2,1
121327,25,2,1
121350,25,2,1
121369,25,2,1
121381,25,2,1
121463,25,2,1
121604,25,2,1
121637,25,2,1
121658,25,2,1
121677,25,2,1
121780,25,2,1
121957,25,2,1
122077,25,2,1
122084,25,2,1
122160,25,2,1
122173,25,2,1
122279,25,2,1
122284,25,2,1
122413,25,2,1
122465,25,2,1
122477,25,2,1
122644,25,2,1
122700,25,2,1
122787,25,2,1
122895,25,2,1
123009,25,2,1
123066,25,2,1
123245,25,2,1
123395,25,2,1
123402,25,2,1
123438,25,2,1
123483,25,2,1
123500,25,2,1
123546,25,2,1
123633,25,2,1
123636,25,2,1
123718,25,2,1
123924,25,2,1
123948,25,2,1
123976,25,2,1
123991,25,2,1
123997,25,2,1
123998,25,2,1
124248,25,2,1
124365,25,2,1
124381,25,2,1
124406,25,2,1
124546,25,2,1
124584,25,2,1
124668,25,2,1
124693,25,2,1
124731,25,2,1
124810,25,2,1
124830,25,2,1
124837,25,2,1
124885,25,2,1
125070,25,2,1
125110,25,2,1
125159,25,2,1
125190,25,2,1
125193,25,2,1
125250,25,2,1
125294,25,2,1
125303,25,2,1
125364,25,2,1
125401,25,2,1
125516,25,2,1
125548,25,2,1
125601,25,2,1
125654,25,2,1
125758,25,2,1
125818,25,2,1
125879,25,2,1
125880,25,2,1
125901,25,2,1
126103,25,2,1
126111,25,2,1
126115,25,2,1
126118,25,2,1
126157,25,2,1
126295,25,2,1
126450,25,2,1
126781,25,2,1
126895,25,2,1
127072,25,2,1
127112,25,2,1
127181,25,2,1
127348,25,2,1
127407,25,2,1
127489,25,2,1
127809,25,2,1
127810,25,2,1
127952,25,2,1
128159,25,2,1
128262,25,2,1
128409,25,2,1
128444,25,2,1
128542,25,2,1
128568,25,2,1
128628,25,2,1
128662,25,2,1
128720,25,2,1
128802,25,2,1
128886,25,2,1
129215,25,2,1
129262,25,2,1
129401,25,2,1
129420,25,2,1
129454,25,2,1
129701,25,2,1
129744,25,2,1
129944,25,2,1
130006,25,2,1
130055,25,2,1
130080,25,2,1
130148,25,2,1
130225,25,2,1
130313,25,2,1
130503,25,2,1
130646,25,2,1
130656,25,2,1
130711,25,2,1
130723,25,2,1
130805,25,2,1
130904,25,2,1
130949,25,2,1
130976,25,2,1
130989,25,2,1
131011,25,2,1
131070,25,2,1
131074,25,2,1
131089,25,2,1
131168,25,2,1
131303,25,2,1
131322,25,2,1
131355,25,2,1
131384,25,2,1
131468,25,2,1
131470,25,2,1
131616,25,2,1
131761,25,2,1
131784,25,2,1
131785,25,2,1
131788,25,2,1
131793,25,2,1
131866,25,2,1
131937,25,2,1
131992,25,2,1
132058,25,2,1
132234,25,2,1
132276,25,2,1
132518,25,2,1
132541,25,2,1
132609,25,2,1
132831,25,2,1
132833,25,2,1
132922,25,2,1
132954,25,2,1
133029,25,2,1
133092,25,2,1
133123,25,2,1
133228,25,2,1
133277,25,2,1
133290,25,2,1
133292,25,2,1
133325,25,2,1
133327,25,2,1
133353,25,2,1
133405,25,2,1
133521,25,2,1
133538,25,2,1
133785,25,2,1
133845,25,2,1
133859,25,2,1
133886,25,2,1
133912,25,2,1
133918,25,2,1
134003,25,2,1
134078,25,2,1
134081,25,2,1
134119,25,2,1
134206,25,2,1
134241,25,2,1
134288,25,2,1
134307,25,2,1
134381,25,2,1
134396,25,2,1
134430,25,2,1
134465,25,2,1
134550,25,2,1
134605,25,2,1
134683,25,2,1
134805,25,2,1
134895,25,2,1
134901,25,2,1
134959,25,2,1
135065,25,2,1
135101,25,2,1
135120,25,2,1
135319,25,2,1
135337,25,2,1
135346,25,2,1
135388,25,2,1
135423,25,2,1
135493,25,2,1
135744,25,2,1
135890,25,2,1
136119,25,2,1
136171,25,2,1
136342,25,2,1
136361,25,2,1
136562,25,2,1
136780,25,2,1
136871,25,2,1
137043,25,2,1
137106,25,2,1
137186,25,2,1
137237,25,2,1
137309,25,2,1
137600,25,2,1
137737,25,2,1
137773,25,2,1
137944,25,2,1
138083,25,2,1
138161,25,2,1
138200,25,2,1
138586,25,2,1
138593,25,2,1
138598,25,2,1
138698,25,2,1
138727,25,2,1
138777,25,2,1
138810,25,2,1
138851,25,2,1
138907,25,2,1
139026,25,2,1
139046,25,2,1
139419,25,2,1
139623,25,2,1
139715,25,2,1
139975,25,2,1
140158,25,2,1
140401,25,2,1
140501,25,2,1
140561,25,2,1
140645,25,2,1
140678,25,2,1
140685,25,2,1
140835,25,2,1
140905,25,2,1
141144,25,2,1
141149,25,2,1
141202,25,2,1
141230,25,2,1
141292,25,2,1
141384,25,2,1
141392,25,2,1
141514,25,2,1
141573,25,2,1
141668,25,2,1
141679,25,2,1
141743,25,2,1
141794,25,2,1
141888,25,2,1
141978,25,2,1
141983,25,2,1
142000,25,2,1
142061,25,2,1
142168,25,2,1
142284,25,2,1
142295,25,2,1
142349,25,2,1
142478,25,2,1
142497,25,2,1
142533,25,2,1
142594,25,2,1
142601,25,2,1
142814,25,2,1
142873,25,2,1
143099,25,2,1
143114,25,2,1
143202,25,2,1
143260,25,2,1
143284,25,2,1
143375,25,2,1
143394,25,2,1
143410,25,2,1
143414,25,2,1
143448,25,2,1
143556,25,2,1
143598,25,2,1
143677,25,2,1
143678,25,2,1
143832,25,2,1
143914,25,2,1
143920,25,2,1
143951,25,2,1
144084,25,2,1
144091,25,2,1
144241,25,2,1
144326,25,2,1
144504,25,2,1
144585,25,2,1
144633,25,2,1
144673,25,2,1
144681,25,2,1
144946,25,2,1
144962,25,2,1
145159,25,2,1
145318,25,2,1
145525,25,2,1
145555,25,2,1
145569,25,2,1
145797,25,2,1
145819,25,2,1
145822,25,2,1
145874,25,2,1
145916,25,2,1
145937,25,2,1
146274,25,2,1
146425,25,2,1
146483,25,2,1
146537,25,2,1
146626,25,2,1
146667,25,2,1
146713,25,2,1
146739,25,2,1
146775,25,2,1
146832,25,2,1
146901,25,2,1
146912,25,2,1
146936,25,2,1
146943,25,2,1
147431,25,2,1
147554,25,2,1
147642,25,2,1
147660,25,2,1
147672,25,2,1
147892,25,2,1
147900,25,2,1
147964,25,2,1
148123,25,2,1
148136,25,2,1
148166,25,2,1
148183,25,2,1
148188,25,2,1
148190,25,2,1
148260,25,2,1
148456,25,2,1
148461,25,2,1
148476,25,2,1
148502,25,2,1
148665,25,2,1
148686,25,2,1
148765,25,2,1
148835,25,2,1
148864,25,2,1
148891,25,2,1
148901,25,2,1
148915,25,2,1
148925,25,2,1
148946,25,2,1
148991,25,2,1
148993,25,2,1
149095,25,2,1
149112,25,2,1
149231,25,2,1
149340,25,2,1
149496,25,2,1
149639,25,2,1
149765,25,2,1
149893,25,2,1
149938,25,2,1
149944,25,2,1
149970,25,2,1
150069,25,2,1
150142,25,2,1
150265,25,2,1
150278,25,2,1
150290,25,2,1
150333,25,2,1
150346,25,2,1
150422,25,2,1
150435,25,2,1
150543,25,2,1
150585,25,2,1
150770,25,2,1
150795,25,2,1
150858,25,2,1
150889,25,2,1
151037,25,2,1
151171,25,2,1
151186,25,2,1
151194,25,2,1
151339,25,2,1
151380,25,2,1
151386,25,2,1
151435,25,2,1
151598,25,2,1
151653,25,2,1
151668,25,2,1
151857,25,2,1
151858,25,2,1
151878,25,2,1
151963,25,2,1
151974,25,2,1
152231,25,2,1
152290,25,2,1
152464,25,2,1
152792,25,2,1
152919,25,2,1
153034,25,2,1
153286,25,2,1
153577,25,2,1
153666,25,2,1
153676,25,2,1
153751,25,2,1
153757,25,2,1
153900,25,2,1
153940,25,2,1
153968,25,2,1
154152,25,2,1
154211,25,2,1
154222,25,2,1
154305,25,2,1
154321,25,2,1
154350,25,2,1
154471,25,2,1
154586,25,2,1
154775,25,2,1
155057,25,2,1
155118,25,2,1
155134,25,2,1
155149,25,2,1
155264,25,2,1
