pid,uptake_year,uptake_group
100123371,25,1
100123381,25,1
100123446,25,1
100123487,25,1
100123539,25,1
100123886,25,1
100123899,25,1
100123929,25,1
100124091,25,1
100124160,25,1
100124267,25,1
100124319,25,1
100124500,25,1
100124657,25,1
100124900,25,1
100125020,25,1
100125275,25,1
100125331,25,1
100125482,25,1
100125604,25,1
100125730,25,1
100125790,25,1
100125829,25,1
100125900,25,1
100126081,25,1
100126537,25,1
100126640,25,1
100126793,25,1
100127056,25,1
100127070,25,1
100127277,25,1
100127375,25,1
100127476,25,1
100127771,25,1
100127954,25,1
100128546,25,1
100128716,25,1
100128920,25,1
100128928,25,1
100129066,25,1
100129343,25,1
100129405,25,1
100129410,25,1
100129435,25,1
100129449,25,1
100129455,25,1
100129775,25,1
100129797,25,1
100130017,25,1
100130084,25,1
100130174,25,1
100130414,25,1
100130444,25,1
100130515,25,1
100130555,25,1
100130610,25,1
100130618,25,1
100130690,25,1
100130926,25,1
100130933,25,1
100131063,25,1
100131364,25,1
100131421,25,1
100131548,25,1
100131683,25,1
100131922,25,1
100131959,25,1
100132003,25,1
100132211,25,1
100132470,25,1
100132597,25,1
100132690,25,1
100132913,25,1
100133019,25,1
100133331,25,1
100133391,25,1
100133571,25,1
100133631,25,1
100133680,25,1
100133810,25,1
100133816,25,1
100133878,25,1
100133977,25,1
100134068,25,1
100134083,25,1
100134086,25,1
100134096,25,1
100134217,25,1
100134411,25,1
100134501,25,1
100134543,25,1
100134667,25,1
100134731,25,1
100135250,25,1
100135710,25,1
100136250,25,1
100136302,25,1
100136309,25,1
100136765,25,1
100137088,25,1
100137183,25,1
100137368,25,1
100137411,25,1
100137651,25,1
100137679,25,1
100137734,25,1
100137951,25,1
100138066,25,1
100138079,25,1
100138102,25,1
100138453,25,1
100138468,25,1
100138474,25,1
100138520,25,1
100138573,25,1
100138608,25,1
100138766,25,1
100139020,25,1
100139073,25,1
100139185,25,1
100139205,25,1
100139371,25,1
100139437,25,1
100139565,25,1
